INFO ; Archivo de logging creado! ; Wed Jun 26 00:01:29 2019
INFO ; Juego::Jugador 1 al equipo 1 ; Wed Jun 26 00:01:39 2019
INFO ; Personaje:: Personaje creado: CapitanAmerica ; Wed Jun 26 00:01:39 2019
INFO ; Juego::Jugador 2 al equipo 1 ; Wed Jun 26 00:01:39 2019
INFO ; Personaje:: Personaje creado: Venom ; Wed Jun 26 00:01:39 2019
INFO ; Juego::Jugador 3 al equipo 2 ; Wed Jun 26 00:01:39 2019
INFO ; Personaje:: Personaje creado: Spiderman ; Wed Jun 26 00:01:39 2019
INFO ; Juego::Jugador 4 al equipo 2 ; Wed Jun 26 00:01:39 2019
INFO ; Personaje:: Personaje creado: MegaMan ; Wed Jun 26 00:01:39 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:44 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:44 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:45 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:46 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:46 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:46 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:46 2019
DEBUG ; Personaje::Personaje se mueve a la derecha ; Wed Jun 26 00:01:46 2019
DEBUG ; Juego::Jugador 1 a la derecha ; Wed Jun 26 00:01:46 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:46 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:46 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:46 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:46 2019
DEBUG ; Personaje::Personaje se mueve a la izquierda ; Wed Jun 26 00:01:46 2019
DEBUG ; Juego::Jugador 2 a la izquierda ; Wed Jun 26 00:01:46 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:01:48 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:01:49 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:01:51 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:01:53 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:01:54 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:01:57 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:01:58 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:02 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:02 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:02 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:04 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:04 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:05 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:05 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:05 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:05 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:05 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:05 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:05 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:06 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:06 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:06 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:06 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:06 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:06 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:06 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:06 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:08 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:08 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:08 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:02:10 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:10 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:11 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:11 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:12 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:12 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:13 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:15 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:16 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:16 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:16 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:16 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:16 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:16 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:16 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:16 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:17 2019
DEBUG ; Juego::Jugador 1 salta ; Wed Jun 26 00:02:17 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:18 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:19 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:02:19 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:03:58 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:03:59 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:03:59 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:00 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:01 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:01 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:02 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:02 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:02 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:03 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:03 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:04 2019
DEBUG ; Juego::Jugador 1 agachado ; Wed Jun 26 00:04:04 2019
INFO ; Servidor::Se desconecto el cliente 1 ; Wed Jun 26 00:04:50 2019
