INFO ; Archivo de logging creado! ; Tue Jun 25 00:05:47 2019
INFO ; Personaje:: Personaje creado: MegaMan ; Tue Jun 25 00:05:56 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:03 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:15 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:16 2019
DEBUG ; Juego::Cambio de jugador del equipo 1 ; Tue Jun 25 00:06:19 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:19 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:21 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:22 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:23 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:24 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:26 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:27 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:29 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:30 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:31 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:33 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:34 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:35 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:37 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:38 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:39 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:40 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:41 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:06:43 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:06:55 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:06:57 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:00 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:02 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:03 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:04 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:06 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:08 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:09 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:11 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:13 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:14 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:16 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:17 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:18 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:19 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:21 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:23 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:24 2019
DEBUG ; Juego::Jugador 1 agachado ; Tue Jun 25 00:07:27 2019
DEBUG ; Juego::Cambio de jugador del equipo 2 ; Tue Jun 25 00:07:30 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:32 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:07:32 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:34 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:35 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:37 2019
DEBUG ; Parallax::Camara 1 inicializada ; Tue Jun 25 00:07:38 2019
DEBUG ; Parallax::Camara 2 inicializada ; Tue Jun 25 00:07:38 2019
DEBUG ; Parallax::Camara 3 inicializada ; Tue Jun 25 00:07:38 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:43 2019
DEBUG ; Juego::Jugador 2 salta ; Tue Jun 25 00:07:44 2019
INFO ; Servidor::Se desconecto el cliente 1 ; Tue Jun 25 00:07:48 2019
