INFO ; Archivo de logging creado! ; Mon Jun 24 23:30:32 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:31:13 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:31:14 2019
DEBUG ; Juego::Cambio de jugador del equipo 1 ; Mon Jun 24 23:31:50 2019
DEBUG ; Juego::Cambio de jugador del equipo 1 ; Mon Jun 24 23:31:51 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:31:51 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:31:52 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:31:52 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:31:54 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:31:55 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:31:56 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:31:58 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:00 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:01 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:02 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:04 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:05 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:06 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:07 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:08 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:12 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:13 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:14 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:15 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:16 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:18 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:19 2019
DEBUG ; Juego::Jugador 1 salta ; Mon Jun 24 23:32:20 2019
DEBUG ; Parallax::Camara 1 inicializada ; Mon Jun 24 23:32:24 2019
DEBUG ; Parallax::Camara 2 inicializada ; Mon Jun 24 23:32:24 2019
DEBUG ; Parallax::Camara 3 inicializada ; Mon Jun 24 23:32:24 2019
INFO ; Servidor::Se desconecto el cliente 1 ; Mon Jun 24 23:32:24 2019
