INFO ; Archivo de logging creado! ; Tue Jun 25 00:45:14 2019
INFO ; Personaje:: Personaje creado: Venom ; Tue Jun 25 00:45:27 2019
INFO ; Juego::Jugador 3 al equipo 2 ; Tue Jun 25 00:45:27 2019
INFO ; Personaje:: Personaje creado: Spiderman ; Tue Jun 25 00:45:27 2019
INFO ; Juego::Jugador 4 al equipo 2 ; Tue Jun 25 00:45:27 2019
INFO ; Personaje:: Personaje creado: MegaMan ; Tue Jun 25 00:45:27 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:32 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:33 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:34 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:36 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:37 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:38 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:40 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:41 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:43 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:44 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:46 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:48 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:51 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:53 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:54 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:55 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:57 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:45:58 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:46:00 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:46:01 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:46:02 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:46:04 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:46:06 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:46:07 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:46:09 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:46:10 2019
DEBUG ; Juego::Jugador 1 salta ; Tue Jun 25 00:46:11 2019
INFO ; Servidor::Se desconecto el cliente 1 ; Tue Jun 25 00:46:18 2019
